,phrase_id,doc_id,text,lemma,numbers,cases,relations,heads,pairs,relation,head,final_number,final_case
4465,78590,101947,Grupy Polskie Składy Budowlane S.A.,Grupa Polskie Składy Budowlane S.A.,"[['pl', 'pl', 'pl'], ['pl', 'pl', 'pl'], ['pl', 'pl', 'pl'], None]","[['acc', 'voc', 'nom'], ['acc', 'voc', 'nom'], ['acc', 'voc', 'nom'], None]","['agreement', 'agreement', 'agreement', None]","['Polskie', 'Polskie', 'Składy', None]","[('Grupy', 'Polskie'), ('Polskie', 'Składy'), ('Składy', 'Budowlane'), ('Budowlane', 'S.A.')]",agreement,Polskie,pl,acc
4465,78590,101947,Grupy Polskie Składy Budowlane S.A.,Grupa Polskie Składy Budowlane S.A.,"[['pl', 'pl', 'pl'], ['pl', 'pl', 'pl'], ['pl', 'pl', 'pl'], None]","[['acc', 'voc', 'nom'], ['acc', 'voc', 'nom'], ['acc', 'voc', 'nom'], None]","['agreement', 'agreement', 'agreement', None]","['Polskie', 'Polskie', 'Składy', None]","[('Grupy', 'Polskie'), ('Polskie', 'Składy'), ('Składy', 'Budowlane'), ('Budowlane', 'S.A.')]",agreement,Polskie,pl,voc
4465,78590,101947,Grupy Polskie Składy Budowlane S.A.,Grupa Polskie Składy Budowlane S.A.,"[['pl', 'pl', 'pl'], ['pl', 'pl', 'pl'], ['pl', 'pl', 'pl'], None]","[['acc', 'voc', 'nom'], ['acc', 'voc', 'nom'], ['acc', 'voc', 'nom'], None]","['agreement', 'agreement', 'agreement', None]","['Polskie', 'Polskie', 'Składy', None]","[('Grupy', 'Polskie'), ('Polskie', 'Składy'), ('Składy', 'Budowlane'), ('Budowlane', 'S.A.')]",agreement,Polskie,pl,nom
4468,81057,101947,Pawła H.,Paweł H.,"[['sg', 'sg', 'sg']]","[['acc', 'gen', 'nom']]",['government'],['Paweł'],"[('Pawła', 'H.')]",government,Paweł,sg,acc
4468,81057,101947,Pawła H.,Paweł H.,"[['sg', 'sg', 'sg']]","[['acc', 'gen', 'nom']]",['government'],['Paweł'],"[('Pawła', 'H.')]",government,Paweł,sg,gen
4468,81057,101947,Pawła H.,Paweł H.,"[['sg', 'sg', 'sg']]","[['acc', 'gen', 'nom']]",['government'],['Paweł'],"[('Pawła', 'H.')]",government,Paweł,sg,nom
4471,78618,101947,Prezesowi Urzędu Ochrony Konkurencji i Konsumentów,Prezes Urzędu Ochrony Konkurencji i Konsumentów,"[['pl', 'sg', 'pl'], 'sg', 'sg', 'pl']","[['voc', 'dat', 'nom'], 'gen', 'gen', 'gen']","['government', 'agreement', 'agreement', 'agreement']","['Prezes', 'Urzędu', 'Ochrony', 'Konkurencji']","[('Prezesowi', 'Urzędu'), ('Urzędu', 'Ochrony'), ('Ochrony', 'Konkurencji'), ('Konkurencji', 'Konsumentów')]",government,Prezes,pl,voc
4471,78618,101947,Prezesowi Urzędu Ochrony Konkurencji i Konsumentów,Prezes Urzędu Ochrony Konkurencji i Konsumentów,"[['pl', 'sg', 'pl'], 'sg', 'sg', 'pl']","[['voc', 'dat', 'nom'], 'gen', 'gen', 'gen']","['government', 'agreement', 'agreement', 'agreement']","['Prezes', 'Urzędu', 'Ochrony', 'Konkurencji']","[('Prezesowi', 'Urzędu'), ('Urzędu', 'Ochrony'), ('Ochrony', 'Konkurencji'), ('Konkurencji', 'Konsumentów')]",government,Prezes,sg,dat
4471,78618,101947,Prezesowi Urzędu Ochrony Konkurencji i Konsumentów,Prezes Urzędu Ochrony Konkurencji i Konsumentów,"[['pl', 'sg', 'pl'], 'sg', 'sg', 'pl']","[['voc', 'dat', 'nom'], 'gen', 'gen', 'gen']","['government', 'agreement', 'agreement', 'agreement']","['Prezes', 'Urzędu', 'Ochrony', 'Konkurencji']","[('Prezesowi', 'Urzędu'), ('Urzędu', 'Ochrony'), ('Ochrony', 'Konkurencji'), ('Konkurencji', 'Konsumentów')]",government,Prezes,pl,nom
4481,81065,101948,TRYBUNAŁU KONSTYTUCYJNEGO,Trybunał Konstytucyjny,['sg'],['gen'],['agreement'],['Trybunał'],"[('TRYBUNAŁU', 'KONSTYTUCYJNEGO')]",agreement,Trybunał,sg,gen
4482,81075,101948,rozporządzenia Ministra Zdrowia i Opieki Społecznej z dnia 6 maja 1983 r. w sprawie warunków i sposobu dokonywania badań na zawartość alkoholu w organizmie,rozporządzenie Ministra Zdrowia i Opieki Społecznej z dnia 6 maja 1983 r. w sprawie warunków i sposobu dokonywania badań na zawartość alkoholu w organizmie,"['sg', 'sg', ['pl', 'pl', 'sg', 'pl'], 'sg', None, None, ['sg'], ['sg', 'sg'], ['sg', 'sg'], None, ['loc', 'acc'], None, None, None, 'sg', None, ['pl'], ['sg', 'sg'], None, None, None]","['gen', 'gen', ['acc', 'voc', 'gen', 'nom'], 'gen', None, None, ['gen'], ['gen', 'nom'], ['gen', 'nom'], None, ['nwok', 'nwok'], None, None, None, 'gen', None, ['gen'], ['acc', 'nom'], None, None, None]","['agreement', 'agreement', 'agreement', 'agreement', None, None, 'government', 'government', 'government', None, 'government', None, None, None, 'agreement', None, 'government', 'government', None, None, None]","['rozporządzenie', 'Ministra', 'Zdrowia', 'Opieki', None, None, 'dnia', 'maja', 'maja', None, 'w', None, None, None, 'sposobu', None, 'badań', 'zawartość', None, None, None]","[('rozporządzenia', 'Ministra'), ('Ministra', 'Zdrowia'), ('Zdrowia', 'Opieki'), ('Opieki', 'Społecznej'), ('Społecznej', 'z'), ('z', 'dnia'), ('dnia', '6'), ('6', 'maja'), ('maja', '1983'), ('1983', 'r.'), ('r.', 'w'), ('w', 'sprawie'), ('sprawie', 'warunków'), ('warunków', 'sposobu'), ('sposobu', 'dokonywania'), ('dokonywania', 'badań'), ('badań', 'na'), ('na', 'zawartość'), ('zawartość', 'alkoholu'), ('alkoholu', 'w'), ('w', 'organizmie')]",government,dnia,sg,gen
4483,81070,101948,Ministra Zdrowia i Opieki Społecznej,Minister Zdrowia i Opieki Społecznej,"['sg', ['pl', 'pl', 'sg', 'pl'], 'sg']","['gen', ['acc', 'voc', 'gen', 'nom'], 'gen']","['agreement', 'agreement', 'agreement']","['Minister', 'Zdrowia', 'Opieki']","[('Ministra', 'Zdrowia'), ('Zdrowia', 'Opieki'), ('Opieki', 'Społecznej')]",agreement,Minister,sg,gen
4485,81072,101948,ustawy z dnia 26 października 1982 r. o wychowaniu w trzeźwości i przeciwdziałaniu alkoholizmowi,Ustawa z dnia 26 października 1982 r. o wychowaniu w trzeźwości i przeciwdziałaniu alkoholizmowi,"[['pl', 'pl', 'sg', 'pl'], None, ['sg'], ['sg'], ['sg'], None, None, ['sg', 'sg'], None, None, ['sg', 'sg'], 'sg']","[['acc', 'voc', 'gen', 'nom'], None, ['gen'], ['gen'], ['gen'], None, None, ['loc', 'dat'], None, None, ['loc', 'dat'], 'dat']","['government', None, 'government', 'government', 'government', None, None, 'government', None, None, 'agreement', 'agreement']","['Ustawa', None, 'dnia', 'października', 'października', None, None, 'wychowaniu', None, None, 'trzeźwości', 'alkoholizmowi']","[('ustawy', 'z'), ('z', 'dnia'), ('dnia', '26'), ('26', 'października'), ('października', '1982'), ('1982', 'r.'), ('r.', 'o'), ('o', 'wychowaniu'), ('wychowaniu', 'w'), ('w', 'trzeźwości'), ('trzeźwości', 'przeciwdziałaniu'), ('przeciwdziałaniu', 'alkoholizmowi')]",government,Ustawa,pl,acc
4485,81072,101948,ustawy z dnia 26 października 1982 r. o wychowaniu w trzeźwości i przeciwdziałaniu alkoholizmowi,Ustawa z dnia 26 października 1982 r. o wychowaniu w trzeźwości i przeciwdziałaniu alkoholizmowi,"[['pl', 'pl', 'sg', 'pl'], None, ['sg'], ['sg'], ['sg'], None, None, ['sg', 'sg'], None, None, ['sg', 'sg'], 'sg']","[['acc', 'voc', 'gen', 'nom'], None, ['gen'], ['gen'], ['gen'], None, None, ['loc', 'dat'], None, None, ['loc', 'dat'], 'dat']","['government', None, 'government', 'government', 'government', None, None, 'government', None, None, 'agreement', 'agreement']","['Ustawa', None, 'dnia', 'października', 'października', None, None, 'wychowaniu', None, None, 'trzeźwości', 'alkoholizmowi']","[('ustawy', 'z'), ('z', 'dnia'), ('dnia', '26'), ('26', 'października'), ('października', '1982'), ('1982', 'r.'), ('r.', 'o'), ('o', 'wychowaniu'), ('wychowaniu', 'w'), ('w', 'trzeźwości'), ('trzeźwości', 'przeciwdziałaniu'), ('przeciwdziałaniu', 'alkoholizmowi')]",government,Ustawa,pl,voc
4485,81072,101948,ustawy z dnia 26 października 1982 r. o wychowaniu w trzeźwości i przeciwdziałaniu alkoholizmowi,Ustawa z dnia 26 października 1982 r. o wychowaniu w trzeźwości i przeciwdziałaniu alkoholizmowi,"[['pl', 'pl', 'sg', 'pl'], None, ['sg'], ['sg'], ['sg'], None, None, ['sg', 'sg'], None, None, ['sg', 'sg'], 'sg']","[['acc', 'voc', 'gen', 'nom'], None, ['gen'], ['gen'], ['gen'], None, None, ['loc', 'dat'], None, None, ['loc', 'dat'], 'dat']","['government', None, 'government', 'government', 'government', None, None, 'government', None, None, 'agreement', 'agreement']","['Ustawa', None, 'dnia', 'października', 'października', None, None, 'wychowaniu', None, None, 'trzeźwości', 'alkoholizmowi']","[('ustawy', 'z'), ('z', 'dnia'), ('dnia', '26'), ('26', 'października'), ('października', '1982'), ('1982', 'r.'), ('r.', 'o'), ('o', 'wychowaniu'), ('wychowaniu', 'w'), ('w', 'trzeźwości'), ('trzeźwości', 'przeciwdziałaniu'), ('przeciwdziałaniu', 'alkoholizmowi')]",government,Ustawa,sg,gen
4485,81072,101948,ustawy z dnia 26 października 1982 r. o wychowaniu w trzeźwości i przeciwdziałaniu alkoholizmowi,Ustawa z dnia 26 października 1982 r. o wychowaniu w trzeźwości i przeciwdziałaniu alkoholizmowi,"[['pl', 'pl', 'sg', 'pl'], None, ['sg'], ['sg'], ['sg'], None, None, ['sg', 'sg'], None, None, ['sg', 'sg'], 'sg']","[['acc', 'voc', 'gen', 'nom'], None, ['gen'], ['gen'], ['gen'], None, None, ['loc', 'dat'], None, None, ['loc', 'dat'], 'dat']","['government', None, 'government', 'government', 'government', None, None, 'government', None, None, 'agreement', 'agreement']","['Ustawa', None, 'dnia', 'października', 'października', None, None, 'wychowaniu', None, None, 'trzeźwości', 'alkoholizmowi']","[('ustawy', 'z'), ('z', 'dnia'), ('dnia', '26'), ('26', 'października'), ('października', '1982'), ('1982', 'r.'), ('r.', 'o'), ('o', 'wychowaniu'), ('wychowaniu', 'w'), ('w', 'trzeźwości'), ('trzeźwości', 'przeciwdziałaniu'), ('przeciwdziałaniu', 'alkoholizmowi')]",government,Ustawa,pl,nom
4488,81067,101948,Ministra Zdrowia,Minister Zdrowia,['sg'],['gen'],['agreement'],['Minister'],"[('Ministra', 'Zdrowia')]",agreement,Minister,sg,gen
4495,78627,101948,Zbysława Kleczewskiego,Zbysław Kleczewski,"[['sg', 'sg']]","[['acc', 'gen']]",['agreement'],['Zbysław'],"[('Zbysława', 'Kleczewskiego')]",agreement,Zbysław,sg,acc
4495,78627,101948,Zbysława Kleczewskiego,Zbysław Kleczewski,"[['sg', 'sg']]","[['acc', 'gen']]",['agreement'],['Zbysław'],"[('Zbysława', 'Kleczewskiego')]",agreement,Zbysław,sg,gen
4504,465824,101949,Polskiej Telefonii Cyfrowej Sp. z o.o. w Warszawie,Polska Telefonia Cyfrowa Sp. z o.o. w Warszawie,"[['sg', 'sg', 'sg'], ['sg', 'sg', 'sg'], ['sg', 'sg', 'sg'], ['inst', 'gen'], ['inst', 'gen'], ['loc', 'acc'], None]","[['loc', 'dat', 'gen'], ['loc', 'dat', 'gen'], ['gen', 'loc', 'dat'], ['nwok', 'nwok'], ['nwok', 'nwok'], ['nwok', 'nwok'], None]","['agreement', 'agreement', 'government', 'government', 'government', 'government', None]","['Polska', 'Telefonia', 'Cyfrowa', 'z', 'z', 'w', None]","[('Polskiej', 'Telefonii'), ('Telefonii', 'Cyfrowej'), ('Cyfrowej', 'Sp.'), ('Sp.', 'z'), ('z', 'o.o.'), ('o.o.', 'w'), ('w', 'Warszawie')]",government,Cyfrowa,sg,gen
4504,465824,101949,Polskiej Telefonii Cyfrowej Sp. z o.o. w Warszawie,Polska Telefonia Cyfrowa Sp. z o.o. w Warszawie,"[['sg', 'sg', 'sg'], ['sg', 'sg', 'sg'], ['sg', 'sg', 'sg'], ['inst', 'gen'], ['inst', 'gen'], ['loc', 'acc'], None]","[['loc', 'dat', 'gen'], ['loc', 'dat', 'gen'], ['gen', 'loc', 'dat'], ['nwok', 'nwok'], ['nwok', 'nwok'], ['nwok', 'nwok'], None]","['agreement', 'agreement', 'government', 'government', 'government', 'government', None]","['Polska', 'Telefonia', 'Cyfrowa', 'z', 'z', 'w', None]","[('Polskiej', 'Telefonii'), ('Telefonii', 'Cyfrowej'), ('Cyfrowej', 'Sp.'), ('Sp.', 'z'), ('z', 'o.o.'), ('o.o.', 'w'), ('w', 'Warszawie')]",government,Cyfrowa,sg,loc
4504,465824,101949,Polskiej Telefonii Cyfrowej Sp. z o.o. w Warszawie,Polska Telefonia Cyfrowa Sp. z o.o. w Warszawie,"[['sg', 'sg', 'sg'], ['sg', 'sg', 'sg'], ['sg', 'sg', 'sg'], ['inst', 'gen'], ['inst', 'gen'], ['loc', 'acc'], None]","[['loc', 'dat', 'gen'], ['loc', 'dat', 'gen'], ['gen', 'loc', 'dat'], ['nwok', 'nwok'], ['nwok', 'nwok'], ['nwok', 'nwok'], None]","['agreement', 'agreement', 'government', 'government', 'government', 'government', None]","['Polska', 'Telefonia', 'Cyfrowa', 'z', 'z', 'w', None]","[('Polskiej', 'Telefonii'), ('Telefonii', 'Cyfrowej'), ('Cyfrowej', 'Sp.'), ('Sp.', 'z'), ('z', 'o.o.'), ('o.o.', 'w'), ('w', 'Warszawie')]",government,Cyfrowa,sg,dat
4505,78647,101949,Polskiej Telefonii Cyfrowej Sp. z o.o.,Polska Telefonia Cyfrowa Sp. z o.o.,"[['sg', 'sg', 'sg'], ['sg', 'sg', 'sg'], ['sg', 'sg', 'sg'], ['inst', 'gen'], ['inst', 'gen']]","[['loc', 'dat', 'gen'], ['loc', 'dat', 'gen'], ['gen', 'loc', 'dat'], ['nwok', 'nwok'], ['nwok', 'nwok']]","['agreement', 'agreement', 'government', 'government', 'government']","['Polska', 'Telefonia', 'Cyfrowa', 'z', 'z']","[('Polskiej', 'Telefonii'), ('Telefonii', 'Cyfrowej'), ('Cyfrowej', 'Sp.'), ('Sp.', 'z'), ('z', 'o.o.')]",government,Cyfrowa,sg,gen
4505,78647,101949,Polskiej Telefonii Cyfrowej Sp. z o.o.,Polska Telefonia Cyfrowa Sp. z o.o.,"[['sg', 'sg', 'sg'], ['sg', 'sg', 'sg'], ['sg', 'sg', 'sg'], ['inst', 'gen'], ['inst', 'gen']]","[['loc', 'dat', 'gen'], ['loc', 'dat', 'gen'], ['gen', 'loc', 'dat'], ['nwok', 'nwok'], ['nwok', 'nwok']]","['agreement', 'agreement', 'government', 'government', 'government']","['Polska', 'Telefonia', 'Cyfrowa', 'z', 'z']","[('Polskiej', 'Telefonii'), ('Telefonii', 'Cyfrowej'), ('Cyfrowej', 'Sp.'), ('Sp.', 'z'), ('z', 'o.o.')]",government,Cyfrowa,sg,loc
4505,78647,101949,Polskiej Telefonii Cyfrowej Sp. z o.o.,Polska Telefonia Cyfrowa Sp. z o.o.,"[['sg', 'sg', 'sg'], ['sg', 'sg', 'sg'], ['sg', 'sg', 'sg'], ['inst', 'gen'], ['inst', 'gen']]","[['loc', 'dat', 'gen'], ['loc', 'dat', 'gen'], ['gen', 'loc', 'dat'], ['nwok', 'nwok'], ['nwok', 'nwok']]","['agreement', 'agreement', 'government', 'government', 'government']","['Polska', 'Telefonia', 'Cyfrowa', 'z', 'z']","[('Polskiej', 'Telefonii'), ('Telefonii', 'Cyfrowej'), ('Cyfrowej', 'Sp.'), ('Sp.', 'z'), ('z', 'o.o.')]",government,Cyfrowa,sg,dat
4507,81060,101949,Prezesowi UOKiK,Prezes UOKiK,"[['pl', 'sg', 'pl']]","[['voc', 'dat', 'nom']]",['government'],['Prezes'],"[('Prezesowi', 'UOKiK')]",government,Prezes,pl,voc
4507,81060,101949,Prezesowi UOKiK,Prezes UOKiK,"[['pl', 'sg', 'pl']]","[['voc', 'dat', 'nom']]",['government'],['Prezes'],"[('Prezesowi', 'UOKiK')]",government,Prezes,sg,dat
4507,81060,101949,Prezesowi UOKiK,Prezes UOKiK,"[['pl', 'sg', 'pl']]","[['voc', 'dat', 'nom']]",['government'],['Prezes'],"[('Prezesowi', 'UOKiK')]",government,Prezes,pl,nom
4515,465828,101950,Sądu Apelacyjnego w Warszawie,Sąd Apelacyjny w Warszawie,"['sg', ['sg', 'sg'], None]","['gen', ['acc', 'gen'], None]","['agreement', 'government', None]","['Sąd', 'Apelacyjny', None]","[('Sądu', 'Apelacyjnego'), ('Apelacyjnego', 'w'), ('w', 'Warszawie')]",government,Apelacyjny,sg,acc
4515,465828,101950,Sądu Apelacyjnego w Warszawie,Sąd Apelacyjny w Warszawie,"['sg', ['sg', 'sg'], None]","['gen', ['acc', 'gen'], None]","['agreement', 'government', None]","['Sąd', 'Apelacyjny', None]","[('Sądu', 'Apelacyjnego'), ('Apelacyjnego', 'w'), ('w', 'Warszawie')]",government,Apelacyjny,sg,gen
4516,364264,101950,Sądu Apelacyjnego,Sąd Apelacyjny,['sg'],['gen'],['agreement'],['Sąd'],"[('Sądu', 'Apelacyjnego')]",agreement,Sąd,sg,gen
4517,465832,101950,Telekomunikacji Polskiej S.A. w Warszawie,Telekomunikacja Polska S.A. w Warszawie,"[['sg', 'sg', 'sg'], ['sg', 'sg', 'sg'], None, None]","[['loc', 'dat', 'gen'], ['gen', 'loc', 'dat'], None, None]","['agreement', 'government', None, None]","['Telekomunikacja', 'Polska', None, None]","[('Telekomunikacji', 'Polskiej'), ('Polskiej', 'S.A.'), ('S.A.', 'w'), ('w', 'Warszawie')]",government,Polska,sg,gen
4517,465832,101950,Telekomunikacji Polskiej S.A. w Warszawie,Telekomunikacja Polska S.A. w Warszawie,"[['sg', 'sg', 'sg'], ['sg', 'sg', 'sg'], None, None]","[['loc', 'dat', 'gen'], ['gen', 'loc', 'dat'], None, None]","['agreement', 'government', None, None]","['Telekomunikacja', 'Polska', None, None]","[('Telekomunikacji', 'Polskiej'), ('Polskiej', 'S.A.'), ('S.A.', 'w'), ('w', 'Warszawie')]",government,Polska,sg,loc
4517,465832,101950,Telekomunikacji Polskiej S.A. w Warszawie,Telekomunikacja Polska S.A. w Warszawie,"[['sg', 'sg', 'sg'], ['sg', 'sg', 'sg'], None, None]","[['loc', 'dat', 'gen'], ['gen', 'loc', 'dat'], None, None]","['agreement', 'government', None, None]","['Telekomunikacja', 'Polska', None, None]","[('Telekomunikacji', 'Polskiej'), ('Polskiej', 'S.A.'), ('S.A.', 'w'), ('w', 'Warszawie')]",government,Polska,sg,dat
4519,465833,101950,Stowarzyszenia Transportu Prywatnego w Szczecinie,Stowarzyszenie Transportu Prywatnego w Szczecinie,"['sg', 'sg', None, None]","['gen', 'gen', None, None]","['agreement', 'agreement', None, None]","['Stowarzyszenie', 'Transportu', None, None]","[('Stowarzyszenia', 'Transportu'), ('Transportu', 'Prywatnego'), ('Prywatnego', 'w'), ('w', 'Szczecinie')]",agreement,Stowarzyszenie,sg,gen
4520,81079,101950,Stowarzyszenia Transportu Prywatnego,Stowarzyszenie Transportu Prywatnego,"['sg', 'sg']","['gen', 'gen']","['agreement', 'agreement']","['Stowarzyszenie', 'Transportu']","[('Stowarzyszenia', 'Transportu'), ('Transportu', 'Prywatnego')]",agreement,Stowarzyszenie,sg,gen
4521,465830,101950,Gminy Witkowo,Gmina Witkowo,"[['pl', 'pl', 'sg', 'pl']]","[['acc', 'voc', 'gen', 'nom']]",['government'],['Gmina'],"[('Gminy', 'Witkowo')]",government,Gmina,pl,acc
4521,465830,101950,Gminy Witkowo,Gmina Witkowo,"[['pl', 'pl', 'sg', 'pl']]","[['acc', 'voc', 'gen', 'nom']]",['government'],['Gmina'],"[('Gminy', 'Witkowo')]",government,Gmina,pl,voc
4521,465830,101950,Gminy Witkowo,Gmina Witkowo,"[['pl', 'pl', 'sg', 'pl']]","[['acc', 'voc', 'gen', 'nom']]",['government'],['Gmina'],"[('Gminy', 'Witkowo')]",government,Gmina,sg,gen
4521,465830,101950,Gminy Witkowo,Gmina Witkowo,"[['pl', 'pl', 'sg', 'pl']]","[['acc', 'voc', 'gen', 'nom']]",['government'],['Gmina'],"[('Gminy', 'Witkowo')]",government,Gmina,pl,nom
4526,465836,101951,Sądu Okręgowego w Poznaniu,Sąd Okręgowy w Poznaniu,"['sg', ['sg', 'sg'], None]","['gen', ['acc', 'gen'], None]","['agreement', 'government', None]","['Sąd', 'Okręgowy', None]","[('Sądu', 'Okręgowego'), ('Okręgowego', 'w'), ('w', 'Poznaniu')]",government,Okręgowy,sg,acc
4526,465836,101951,Sądu Okręgowego w Poznaniu,Sąd Okręgowy w Poznaniu,"['sg', ['sg', 'sg'], None]","['gen', ['acc', 'gen'], None]","['agreement', 'government', None]","['Sąd', 'Okręgowy', None]","[('Sądu', 'Okręgowego'), ('Okręgowego', 'w'), ('w', 'Poznaniu')]",government,Okręgowy,sg,gen
4527,330469,101951,Sądu Okręgowego,Sąd Okręgowy,['sg'],['gen'],['agreement'],['Sąd'],"[('Sądu', 'Okręgowego')]",agreement,Sąd,sg,gen
4532,473575,101952,pstrąga potokowego,pstrąg potokowy,"[['sg', 'sg']]","[['acc', 'gen']]",['agreement'],['pstrąg'],"[('pstrąga', 'potokowego')]",agreement,pstrąg,sg,acc
4532,473575,101952,pstrąga potokowego,pstrąg potokowy,"[['sg', 'sg']]","[['acc', 'gen']]",['agreement'],['pstrąg'],"[('pstrąga', 'potokowego')]",agreement,pstrąg,sg,gen
4533,473577,101952,Parku Krajobrazowego Doliny Baryczy,Park Krajobrazowy Doliny Baryczy,"['sg', 'sg', 'sg']","['gen', 'gen', 'gen']","['agreement', 'agreement', 'agreement']","['Park', 'Doliny', 'Doliny']","[('Parku', 'Krajobrazowego'), ('Krajobrazowego', 'Doliny'), ('Doliny', 'Baryczy')]",agreement,Park,sg,gen
4535,473576,101952,rzeki Sąsiecznicy,rzeka Sąsiecznica,"[['pl', 'pl', 'sg', 'pl']]","[['acc', 'voc', 'gen', 'nom']]",['agreement'],['rzeka'],"[('rzeki', 'Sąsiecznicy')]",agreement,rzeka,pl,acc
4535,473576,101952,rzeki Sąsiecznicy,rzeka Sąsiecznica,"[['pl', 'pl', 'sg', 'pl']]","[['acc', 'voc', 'gen', 'nom']]",['agreement'],['rzeka'],"[('rzeki', 'Sąsiecznicy')]",agreement,rzeka,pl,voc
4535,473576,101952,rzeki Sąsiecznicy,rzeka Sąsiecznica,"[['pl', 'pl', 'sg', 'pl']]","[['acc', 'voc', 'gen', 'nom']]",['agreement'],['rzeka'],"[('rzeki', 'Sąsiecznicy')]",agreement,rzeka,sg,gen
4535,473576,101952,rzeki Sąsiecznicy,rzeka Sąsiecznica,"[['pl', 'pl', 'sg', 'pl']]","[['acc', 'voc', 'gen', 'nom']]",['agreement'],['rzeka'],"[('rzeki', 'Sąsiecznicy')]",agreement,rzeka,pl,nom
4536,309814,101952,Parku Krajobrazowym Doliny Baryczy,Park Krajobrazowy Doliny Baryczy,"['sg', ['sg', 'sg', 'pl'], 'sg']","['loc', ['inst', 'loc', 'dat'], 'gen']","['agreement', 'government', 'agreement']","['Park', 'Krajobrazowy', 'Doliny']","[('Parku', 'Krajobrazowym'), ('Krajobrazowym', 'Doliny'), ('Doliny', 'Baryczy')]",government,Krajobrazowy,sg,inst
4536,309814,101952,Parku Krajobrazowym Doliny Baryczy,Park Krajobrazowy Doliny Baryczy,"['sg', ['sg', 'sg', 'pl'], 'sg']","['loc', ['inst', 'loc', 'dat'], 'gen']","['agreement', 'government', 'agreement']","['Park', 'Krajobrazowy', 'Doliny']","[('Parku', 'Krajobrazowym'), ('Krajobrazowym', 'Doliny'), ('Doliny', 'Baryczy')]",government,Krajobrazowy,sg,loc
